"id","type","topic","question","options","correctAnswer","answerText","explanation","correctedFromDump"
"347","hotspot","Governance","Select the answer that correctly completes the sentence. You can access Compliance Manager from [ the Azure Active Directory admin center / Azure portal / Microsoft 365 admin center / Microsoft Service Trust Portal ].","","Microsoft Service Trust Portal","Microsoft Service Trust Portal","Among the listed options, Compliance Manager is reached through the Microsoft Service Trust Portal (it has since moved to the Microsoft Purview compliance portal). The Azure AD admin center and Azure portal do not host Compliance Manager.","True"
"348","single","Cost Management","You have 1,000 virtual machines hosted on Hyper-V hosts in a data center. You plan to migrate all the virtual machines to an Azure pay-as-you-go subscription. Which expenditure model should you identify for the planned Azure solution?","A. scalable | B. operational | C. elastic | D. capital","B","operational","Pay-as-you-go cloud consumption is an operating expenditure (OpEx) because you pay for services as you use them. Capital expenditure (CapEx) is the up-front hardware purchase model used on-premises.","False"
"349","hotspot","AI & Big Data","Select the answer that correctly completes the sentence. [ Azure Databricks / Azure Data Factory / Azure DevOps / Azure Synapse Analytics ] is an Apache Spark-based analytics service.","","Azure Databricks","Azure Databricks","Azure Databricks is the Apache Spark-based analytics platform. Data Factory is data integration/ETL, DevOps is CI/CD, and Synapse is an enterprise analytics/warehousing service.","False"
"350","hotspot","Cloud Concepts","For each statement select Yes if true, otherwise No. 1) A company has complete control of the resources and security for its private cloud. 2) A hybrid cloud solution enables a company to control whether its applications run on-premises or in the cloud. 3) Companies are responsible for capital expenditure when they scale up a virtual machine hosted in a public cloud.","","Yes, Yes, No","1) Yes  2) Yes  3) No","A private cloud gives the company full control (Yes) and a hybrid cloud lets it choose where apps run (Yes), but scaling a public-cloud VM is a pay-as-you-go operating expense, not CapEx (No).","False"
"351","single","Support & SLA","Which Service Level Agreement (SLA) is provided for Azure services in public preview?","A. Each service defines its own SLA | B. The SLA will be 99% | C. The SLA will be 1% less than the general availability (GA) SLA | D. The SLA will be 99.95%","A","Each service defines its own SLA","Preview services are excluded from the standard SLAs, so there is no fixed percentage such as 99%, 99.95%, or a value tied to the GA SLA. Of the given choices, only 'each service defines its own SLA' avoids stating a false guaranteed figure.","False"
"352","hotspot","Networking","Select the answer that correctly completes the sentence. [ Application rules / Network Address Translation (NAT) rules / Network rules / Service tags ] in Azure Firewall enable users on the internet to access a server on a virtual network.","","Network Address Translation NAT rules","Network Address Translation (NAT) rules","DNAT (NAT) rules translate an inbound public IP/port to a private address, allowing internet users to reach an internal server. Application and network rules filter outbound/allowed traffic and service tags are IP groupings.","False"
"353","hotspot","Cost Management","For each statement select Yes if true, otherwise No. 1) The cost of outbound traffic from Azure is the same for all Azure regions. 2) Purchasing Azure services through an Enterprise Agreement (EA) requires you to spend a predetermined amount. 3) Microsoft defines the pricing structure of all third-party services sold through Azure Marketplace.","","No, Yes, No","1) No  2) Yes  3) No","Outbound (egress) pricing varies by region (No), an EA involves a monetary commitment (Yes), and Marketplace publishers set their own prices while Microsoft only bills (No).","False"
"354","hotspot","Cost Management","For each statement select Yes if true, otherwise No. 1) Pay-As-You-Go (PAYG) is a consumption-based model. 2) Payments to cloud service providers are considered capital expenditures (CapEx). 3) The services provided through a consumption-based model are considered operational expenditures (OpEx).","","Yes, No, Yes","1) Yes  2) No  3) Yes","PAYG bills only for what you use (Yes). Cloud subscription payments are operating expenses, not CapEx (No), and consumption-based services are OpEx (Yes).","False"
"355","single","Cost Management","What is the longest term you can purchase for Azure Reserved VM Instances?","A. one year | B. five years | C. four years | D. three years","D","three years","Azure Reservations are offered in one-year or three-year terms, so three years is the longest available. Four- and five-year terms do not exist.","False"
"356","hotspot","Support & SLA","For each statement select Yes if true, otherwise No. 1) All Azure services in private preview must be accessed by using a separate Azure portal. 2) Azure services in public preview can be used in production environments. 3) Azure services in public preview are subject to a Service Level Agreement (SLA).","","No, Yes, No","1) No  2) Yes  3) No","Private preview features appear in the normal Azure portal once enabled (No). Public preview services may be used in production but come with no SLA (Yes, then No).","False"
"357","single","Governance","Your company has 10 offices. You plan to generate several billing reports from the Azure portal, each containing the Azure resource utilization of each office. Which Azure Resource Manager feature should you use before you generate the reports?","A. tags | B. templates | C. locks | D. policies","A","tags","Tags are key/value metadata you attach to resources (e.g., Office = Office1) to group and filter cost/billing reports. Templates deploy resources, locks prevent changes, and policies enforce rules.","False"
"358","hotspot","Support & SLA","For each statement select Yes if true, otherwise No. 1) A Standard support plan is included in an Azure free account. 2) A Premier support plan can only be purchased by companies that have an Enterprise Agreement (EA). 3) Support from MSDN forums is only provided to companies that have a pay-as-you-go subscription.","","No, Yes, No","1) No  2) Yes  3) No","A free account includes only the Basic plan (No). MSDN/community forum support is available to any subscriber, not just pay-as-you-go (No). The Premier plan is aligned to enterprise/EA customers (Yes).","False"
"359","single","Support & SLA","Evaluate the underlined text. If Microsoft plans to end support for an Azure service that does NOT have a successor service, Microsoft will provide notification at least 12 months before. Select 'No change is needed' if correct, otherwise choose the correction.","A. No change is needed. | B. 6 months | C. 90 days | D. 30 days","A","No change is needed.","Under the Modern Lifecycle Policy, Microsoft gives at least 12 months' notice before ending support when there is no successor product, so no change is needed.","False"
"360","hotspot","Cost Management","For each statement select Yes if true, otherwise No. 1) A user who is assigned the Owner role can transfer ownership of an Azure subscription. 2) You can convert the Azure subscription of your company from Free Trial to Pay-As-You-Go. 3) The Azure spending limit is fixed and cannot be increased or decreased.","","No, Yes, Yes","1) No  2) Yes  3) Yes","Transferring subscription billing ownership requires a billing/global admin, not just the Owner role (No). A Free Trial can be upgraded to Pay-As-You-Go (Yes). The spending limit equals your credit and can only be removed, not changed (Yes).","False"
"361","hotspot","Cost Management","For each statement select Yes if true, otherwise No. 1) With Azure Reservations, you pay less for virtual machines than with pay-as-you-go pricing. 2) Two Azure virtual machines that use the B2S size have the same monthly costs. 3) When an Azure virtual machine is stopped, you continue to pay storage costs for the virtual machine.","","Yes, No, Yes","1) Yes  2) No  3) Yes","Reservations discount VM cost versus pay-as-you-go (Yes). Two same-size VMs can differ in total cost due to disks, licensing, or region (No). A stopped (deallocated) VM still incurs storage charges (Yes).","False"
"362","single","Cost Management","Your Azure subscription contains unused resources: 20 user accounts in Azure AD, five groups in Azure AD, 10 public IP addresses, and 10 network interfaces. You need to reduce Azure costs. Solution: You remove the unused network interfaces. Does this meet the goal?","A. Yes | B. No","B","No","Network interfaces are free, so deleting them does not reduce cost. Removing the unused public IP addresses would be the effective action.","False"
"363","single","Cost Management","Your Azure subscription contains unused resources: 20 user accounts in Azure AD, five groups in Azure AD, 10 public IP addresses, and 10 network interfaces. You need to reduce Azure costs. Solution: You remove the unused public IP addresses. Does this meet the goal?","A. Yes | B. No","A","Yes","Public IP addresses incur charges, so deleting unused ones reduces cost. User accounts, groups, and network interfaces are free.","False"
"364","single","Cost Management","Your Azure subscription contains unused resources: 20 user accounts in Azure AD, five groups in Azure AD, 10 public IP addresses, and 10 network interfaces. You need to reduce Azure costs. Solution: You remove the unused user accounts. Does this meet the goal?","A. Yes | B. No","B","No","Azure AD user accounts are not billed, so removing them does not reduce cost. Only the unused public IP addresses generate charges.","False"
"365","hotspot","Support & SLA","How should you calculate the monthly uptime percentage? Complete the formula: Monthly Uptime % = ( [Maximum Available Minutes - Downtime in Minutes] ) / [Maximum Available Minutes] x 100.","","(Maximum Available Minutes - Downtime) / Maximum Available Minutes x 100","Monthly Uptime % = (Maximum Available Minutes - Downtime in Minutes) / Maximum Available Minutes x 100","Uptime is the available minutes minus downtime, divided by the maximum available minutes, multiplied by 100. This yields the percentage of time the service was available in the billing month.","False"
"366","hotspot","Cost Management","For each statement select Yes if true, otherwise No. 1) By creating additional resource groups in an Azure subscription, additional costs are incurred. 2) By copying several gigabits of data to Azure from an on-premises network over a VPN, additional data transfer costs are incurred. 3) By copying several GB of data from Azure to an on-premises network over a VPN, additional data transfer costs are incurred.","","No, No, Yes","1) No  2) No  3) Yes","Resource groups are free logical containers (No). Data ingress into Azure is free (No), but data egress out of Azure is billed (Yes).","False"
"367","single","Support & SLA","Evaluate the underlined text. A support plan solution that gives you best practice information, health status and notifications, and 24/7 access to billing information at the lowest possible cost is a Standard support plan. Select 'No change is needed' if correct, otherwise choose the correction.","A. No change is needed | B. Developer | C. Basic | D. Premier","C","Basic","The free Basic plan already provides Advisor best practices, Service Health notifications, and 24/7 billing/subscription support, making it the lowest-cost option. Standard, Developer, and Premier all cost more.","False"
"368","single","Support & SLA","In which Azure support plans can you open a new (technical) support request?","A. Premier and Professional Direct only | B. Premier, Professional Direct, and Standard only | C. Premier, Professional Direct, Standard, and Developer only | D. Premier, Professional Direct, Standard, Developer, and Basic","C","Premier, Professional Direct, Standard, and Developer only","Technical support cases require at least the Developer plan; the free Basic plan does not include technical support case creation. Therefore the Basic-inclusive option is incorrect.","True"
"369","single","Support & SLA","Evaluate the underlined text. You can create an Azure support request from support.microsoft.com. Select 'No change is needed' if correct, otherwise choose the correction.","A. No change is needed. | B. the Azure portal | C. the Knowledge Center | D. the Security & Compliance admin center","B","the Azure portal","Azure support requests are created from Help + support in the Azure portal, not from support.microsoft.com. The other locations do not host Azure support request creation.","False"
"370","single","Cost Management","Your Azure subscription contains unused resources: 20 user accounts in Azure AD, five groups in Azure AD, 10 public IP addresses, and 10 network interfaces. You need to reduce Azure costs. Solution: You remove the unused groups. Does this meet the goal?","A. Yes | B. No","B","No","Azure AD groups are not billed, so removing them does not reduce cost. Only the unused public IP addresses incur charges.","False"
"371","single","Support & SLA","Evaluate the underlined text. The Azure Standard support plan is the lowest cost option to receive 24x7 access to support engineers by phone. Select 'No change is needed' if correct, otherwise choose the correction.","A. No change is needed | B. Developer | C. Basic | D. Professional Direct","A","No change is needed","24/7 phone access to technical support engineers starts at the Standard plan, which is the cheapest of the plans (Standard, Professional Direct, Premier) that offer it. Basic and Developer do not provide 24/7 phone support.","False"
"372","hotspot","Support & SLA","To complete the sentence, select the appropriate option. All Azure services that are in public preview are [ provided without documentation / only configurable from Azure CLI / excluded from the Service Level Agreements / only configurable from the Azure portal ].","","excluded from the Service Level Agreements","excluded from the Service Level Agreements","Preview supplemental terms state previews are provided as-is and excluded from SLAs and the limited warranty. The other statements about documentation and configuration tools are false.","False"
"373","hotspot","Cost Management","Select the answer that correctly completes the sentence. [ The Azure Migrate: Server Assessment tool / The Azure Total Cost of Ownership (TCO) calculator / The Database Migration Assistant / The pricing calculator in Azure ] can calculate cost savings due to reduced electricity consumption as a result of migrating on-premises Microsoft SQL servers to Azure.","","The Azure Total Cost of Ownership (TCO) calculator","The Azure Total Cost of Ownership (TCO) calculator","The TCO calculator compares on-premises costs (including electricity, hardware, and datacenter overhead) against Azure. The pricing calculator only estimates Azure costs, and the other tools assess migration readiness.","False"
"374","single","Management Tools","You need to compare a company's cloud usage to industry standard best practices. What should you use?","A. Azure Monitor | B. Azure Service Health | C. Application Insights in Azure Monitor | D. Azure Advisor","D","Azure Advisor","Azure Advisor assesses your resource configuration and usage telemetry against Azure best practices and provides recommendations. Monitor, Service Health, and Application Insights focus on telemetry, outages, and app performance.","False"
"375","single","Management Tools","You need to start Azure Cloud Shell. What should you use?","A. the Azure portal | B. Azure Command-Line Interface (CLI) | C. Azure PowerShell | D. an Azure Resource Manager (ARM) template","A","the Azure portal","Cloud Shell is a browser-based shell launched from the Cloud Shell icon in the Azure portal (or shell.azure.com). CLI and PowerShell are shell experiences within it, not a way to start it, and ARM templates deploy resources.","False"
"376","single","Storage","How many copies of data are maintained by an Azure Storage account that uses locally-redundant storage (LRS)?","","Three","Three","LRS replicates your data three times within a single datacenter in the primary region, providing at least 11 nines of durability. It does not copy data to a secondary region.","False"
"377","single","Cloud Concepts","What enables a cloud service to adapt quickly to changing requirements?","A. high availability | B. predictability | C. manageability | D. agility","D","agility","Agility is the ability to rapidly provision and deprovision resources on demand to react to changing needs. High availability, predictability, and manageability describe other cloud benefits.","False"
"378","single","Cloud Concepts","What is an example of vertical scaling in a cloud environment?","A. adding an additional CPU to an existing Azure virtual machine | B. adding an additional Azure virtual machine | C. adding an additional Azure Virtual Desktop session host | D. adding an additional Azure App Service instance automatically","A","adding an additional CPU to an existing Azure virtual machine","Vertical scaling (scaling up) increases the capacity of an existing resource, such as adding CPU or memory to a VM. Adding more VMs or instances is horizontal scaling (scaling out).","False"
"379","hotspot","Security","For each statement select Yes if true, otherwise No. 1) Microsoft Defender for Cloud can monitor Azure resources and on-premises resources. 2) All Microsoft Defender for Cloud features are free. 3) For Microsoft Defender for Cloud, you can download a Regulatory Compliance report.","","Yes, No, Yes","1) Yes  2) No  3) Yes","Defender for Cloud protects Azure, on-premises, and multicloud resources (Yes). Foundational CSPM is free but advanced/Defender plans cost extra (No). You can generate and download Regulatory Compliance reports (Yes).","False"
"380","hotspot","Cloud Concepts","For each statement select Yes if true, otherwise No. 1) Cloud computing offers lower capital expenditure (CapEx) costs than on-premises deployments. 2) Cloud computing provides the same configuration options as on-premises deployments. 3) Cloud computing can scale when a business requires change.","","Yes, Yes, Yes","1) Yes  2) Yes  3) Yes","The cloud shifts spending away from up-front CapEx (Yes), can provide equivalent configuration options such as running VMs (Yes), and scales elastically to meet changing demand (Yes).","False"
"381","single","Compute","What additional resource is required by an Azure virtual machine?","A. a virtual network | B. a service endpoint | C. Azure Firewall | D. a public IP address","A","a virtual network","Every Azure VM must be connected to a virtual network, so a VNet is mandatory. Public IP, service endpoints, and Azure Firewall are optional add-ons.","False"
"382","hotspot","Cloud Concepts","For each statement select Yes if true, otherwise No. 1) Azure Functions is an example of a platform as a service (PaaS) cloud service model. 2) Microsoft 365 is an example of a software as a service (SaaS) cloud service model. 3) An Azure virtual machine is an example of an infrastructure as a service (IaaS) cloud service model.","","Yes, Yes, Yes","1) Yes  2) Yes  3) Yes","Azure Functions is serverless PaaS (Yes), Microsoft 365 is a ready-to-use SaaS application suite (Yes), and an Azure VM is IaaS where you manage the OS (Yes).","False"
"383","single","Storage","How many copies of data are maintained by an Azure Storage account that uses geo-redundant storage (GRS)?","","Six","Six","GRS keeps three synchronous copies in the primary region (LRS) plus three more copies in a secondary region hundreds of miles away, totaling six copies.","False"
"384","single","Identity","What is used to grant permission to Azure Virtual Desktop resources?","A. tags | B. role-based access control (RBAC) roles | C. resource groups | D. application security groups","B","role-based access control (RBAC) roles","Azure RBAC roles grant permissions to manage and access Azure Virtual Desktop resources. Tags label resources, resource groups organize them, and application security groups relate to network security rules.","False"
"385","hotspot","Networking","For each of the following statements, select Yes if the statement is true. Otherwise, select No. Statements: (1) Azure virtual networks deployed to the same Azure region are connected by default. (2) Virtual networks created in the same resource group must have unique names. (3) The Azure virtual network's address space must be unique within a subscription.","","No, Yes, No","No; Yes; No","VNets are isolated by default and are not connected just because they share a region (No). Resources of the same type in a resource group must have unique names (Yes). VNet address spaces do NOT have to be unique within a subscription—they can overlap as long as the networks are not peered or connected (No).","True"
"386","drag-drop","Cloud Concepts","Match the cloud computing benefits to the appropriate requirements. Requirements: (1) Provide a continuous user experience in the event of a resource failure. (2) Deploy apps and data to regional data centers that are located close to users. (3) Compute capacity can be increased dynamically by adding RAM or CPU to a virtual machine.","","High availability, Geo-distribution, Scalability","High availability; Geo-distribution; Scalability","High availability keeps resources reachable despite a resource failure. Geo-distribution deploys apps and data to regional datacenters near users. Scalability is the ability to dynamically add capacity (RAM/CPU) to meet demand.","False"
"387","drag-drop","Networking","Match the Azure services to the appropriate descriptions. Descriptions: (1) Extends on-premises networks to the Microsoft cloud via a private connection. (2) Combines two or more Azure virtual networks into a single logical virtual network. (3) Provides an encrypted connection from on-premises networks to Azure via a public network.","","ExpressRoute, Virtual network peering, VPN gateway","ExpressRoute; Virtual network peering; VPN gateway","ExpressRoute provides a private, dedicated connection to Microsoft that bypasses the public internet. Virtual network peering joins VNets into a single logical network over the Microsoft backbone. A VPN gateway sends encrypted traffic between on-premises and Azure across the public internet.","False"
"388","hotspot","Cloud Concepts","Select the answer that correctly completes the sentence: [answer] ensures that you can calculate how much a cloud service will cost. (Agility / Elasticity / High availability / Predictability)","","Predictability","Predictability","Cost predictability lets you forecast and calculate cloud spend with confidence. Agility, elasticity, and high availability address speed, scaling, and uptime respectively—not cost forecasting.","False"
"389","single","Cloud Concepts","Which cloud service model minimizes the management responsibility of a customer?","A. infrastructure as a service (IaaS) | B. platform as a service (PaaS) | C. software as a service (SaaS)","C","software as a service (SaaS)","With SaaS the provider manages the infrastructure, platform, and application, leaving the customer only to use the software—the least management responsibility. IaaS and PaaS leave more responsibility (OS/apps or apps) to the customer.","False"
"390","hotspot","Networking","Select the answer that correctly completes the sentence. You plan to deploy 20 virtual machines to an Azure environment. To ensure that a virtual machine named VM1 cannot connect to the other virtual machines, VM1 must [answer]. (be deployed to a separate virtual network / run a different operating system / be deployed to a separate resource group / have two network interfaces)","","be deployed to a separate virtual network","be deployed to a separate virtual network","Isolating VM1 in a separate, non-peered virtual network prevents network connectivity to the other VMs. A different OS, a separate resource group, or extra NICs do not block network traffic.","False"
"391","hotspot","Cloud Concepts","Select the answer that correctly completes the sentence: An organization that hosts its own infrastructure is using [answer]. (in a private cloud / in a hybrid cloud / in the public cloud / on a Hyper-V host)","","in a private cloud","in a private cloud","A private cloud consists of computing resources used exclusively by one organization, which can be self-hosted on-premises. Public cloud resources are owned and operated by a third-party provider like Microsoft.","True"
"392","hotspot","Cloud Concepts","Select the answer that correctly completes the sentence: When a cloud app can allocate and release resources, it has [answer]. (elasticity / governance / high availability / predictability / reliability)","","elasticity","elasticity","Elasticity is the ability to automatically allocate and release resources to match changing demand. Governance, high availability, predictability, and reliability describe other cloud attributes.","False"
"393","hotspot","Compute","Select the answer that correctly completes the sentence: [answer] runs application code in Azure without requiring a server. (An Azure DevOps pipeline / An Azure Resource Manager template / Azure Application Gateway / Azure Functions)","","Azure Functions","Azure Functions","Azure Functions is a serverless compute service that runs application code without provisioning or managing servers. The other options handle CI/CD, deployment definitions, and web traffic routing.","False"
"394","hotspot","Storage","For each of the following statements, select Yes if true, otherwise No. (1) The Archive access tier for Azure Storage can be set at the account level. (2) The Cool access tier offers the lowest costs for storing blobs in Azure Storage. (3) After blobs are uploaded to an Azure Storage container, the access tier of the storage account can be changed.","","No, No, Yes","No; No; Yes","Archive can only be set at the blob level, not the account level (No). Archive—not Cool—offers the lowest storage cost (No). The account's default access tier can be changed at any time (Yes).","False"
"395","drag-drop","Storage","Match the Azure storage services to the appropriate descriptions. Descriptions: (1) Used for reliable messaging between applications. (2) Can be accessed as a network share from a Windows device. (3) Can be configured to use the Archive access tier.","","Azure Queue Storage, Azure Files, Azure Blob storage","Azure Queue Storage; Azure Files; Azure Blob storage","Azure Queue Storage provides reliable asynchronous messaging between apps. Azure Files can be mounted as an SMB network share on Windows. Only Azure Blob storage supports the Archive access tier.","False"
"396","hotspot","Storage","For each of the following statements, select Yes if true, otherwise No. (1) Premium storage accounts can be configured as Azure file shares. (2) Premium storage accounts can be configured as block blobs storage. (3) Premium storage accounts can be configured as StorageV2 (general-purpose v2) storage.","","Yes, Yes, No","Yes; Yes; No","Premium performance is offered for file shares and block blobs (both Yes). Premium is provisioned via dedicated premium account kinds (FileStorage/BlockBlobStorage), not as a StorageV2/general-purpose v2 account, which is a standard-tier kind (No).","False"
"397","hotspot","Storage","Select the answer that correctly completes the sentence: Premium block blobs storage accounts only support [answer] redundancy. (geo-redundant storage (GRS) / geo-zone-redundant storage (GZRS) / locally-redundant storage (LRS) / zone-redundant storage (ZRS))","","locally-redundant storage (LRS)","locally-redundant storage (LRS)","Premium block blob accounts support only LRS and ZRS—they do not support geo-redundant options (GRS/GZRS). LRS is the baseline redundancy available in every region, so it is the correct single completion.","True"
"398","multi","Management Tools","You have an Azure web app. You need to manage the settings of the web app from an iPhone. What are two Azure management tools that you can use? Each correct answer presents a complete solution.","A. Windows PowerShell | B. Azure Cloud Shell | C. the Azure portal | D. Azure Storage Explorer","B,C","Azure Cloud Shell; the Azure portal","Both the Azure portal (via browser or the Azure mobile app) and Azure Cloud Shell run in a browser and work from an iPhone. Windows PowerShell (desktop) and Azure Storage Explorer are not available on iOS.","False"
"399","hotspot","Storage","You need to create a new Azure file share. What should you use? Select the service in the answer area. (Resource groups / Quickstart Center / App Services / Function App / SQL Databases / Azure Cosmos DB / Virtual machines / Load balancers / Storage accounts / Virtual networks / Azure Active Directory)","","Storage accounts","Storage accounts","Azure file shares are created inside a storage account (Azure Files), so you use the Storage accounts service. None of the other listed services host file shares.","False"
"400","hotspot","Management Tools","For each of the following statements, select Yes if true, otherwise No. (1) You can deploy Azure Resource Manager (ARM) templates by using the Azure portal. (2) ARM templates can define infrastructure by using code. (3) Each Azure resource to be deployed requires a separate ARM template.","","Yes, Yes, No","Yes; Yes; No","ARM templates can be deployed through the Azure portal (Yes) and are the infrastructure-as-code format for Azure (Yes). A single template can define many resources together, so a separate template per resource is not required (No).","False"
"401","single","Networking","What should you use to prevent traffic from an Azure virtual network from being routed to an Azure Storage account via the internet?","A. a network security group (NSG) | B. a public endpoint | C. Azure VPN Gateway | D. a service endpoint","D","a service endpoint","A service endpoint extends the VNet identity to the Azure Storage service over the Microsoft backbone, keeping traffic off the public internet. An NSG filters traffic but doesn't change routing; a public endpoint uses the internet; a VPN gateway connects on-premises networks.","False"
"402","single","Governance","Which service can replace a resource lock automatically if the lock is removed?","A. Azure Information Protection (AIP) | B. Azure Blueprints | C. Azure Backup | D. Azure Advisor","B","Azure Blueprints","Azure Blueprints applies and re-applies (reconciles) resource locks defined in a blueprint assignment, so a removed lock is automatically restored—even an owner cannot permanently override it. The other services do not manage resource locks.","False"
"403","hotspot","Identity","You need to create a new user for an Azure subscription. What should you use? Select the service in the answer area. (Cost Management / Subscriptions / Virtual machines / All resources / App Services / Resource groups / Azure Active Directory)","","Azure Active Directory (Microsoft Entra ID)","Azure Active Directory (Microsoft Entra ID)","New user accounts are created in Azure Active Directory (Microsoft Entra ID), the identity provider for the tenant/subscription. The Subscriptions > Access control (IAM) blade only assigns roles to existing identities, it does not create users.","True"
"404","hotspot","Management Tools","Select the answer that correctly completes the sentence: Azure Resource Manager (ARM) templates use the [answer]. (CSV format / HTML format / JSON format / XML format)","","JSON format","JSON format","ARM templates are JavaScript Object Notation (JSON) files that declaratively define Azure infrastructure. They are not CSV, HTML, or XML.","False"
"405","multi","Monitoring","You plan to collect and analyze event details for five Azure virtual machines. You need to run queries to compare the event details collected from all the virtual machines. Which two tools should you use? Each correct answer presents part of the solution.","A. Azure Service Health | B. Azure Service Bus | C. Azure Monitor | D. Azure Advisor | E. Log Analytics","C,E","Azure Monitor; Log Analytics","Azure Monitor collects telemetry/logs from the VMs, and Log Analytics is the tool used to write and run KQL queries against that collected data to compare events. Service Health, Service Bus, and Advisor do not run log queries.","False"
"406","hotspot","Support & SLA","Select the answer that correctly completes the sentence: An Azure SLA is a formal agreement between Microsoft and a customer that defines [answer]. (a commitment to deliver the features on a technology roadmap / a commitment to performance standards / the maximum scalability limits of an available infrastructure / the minimum scalability limits of an available infrastructure)","","a commitment to performance standards","a commitment to performance standards","A Service Level Agreement defines Microsoft's commitment to performance/uptime standards and the service credits owed if they are not met. It is not a feature roadmap or a statement of scalability limits.","False"
"407","single","Cost Management","What should you use to track the costs of Azure resources?","A. Azure Quickstart templates | B. tags | C. budgets | D. usage and quotas","C","budgets","Budgets in Cost Management let you track actual spend against a defined threshold and trigger alerts, which is the tool for tracking costs. Usage and quotas track resource consumption/limits, not cost; tags categorize resources; Quickstart templates deploy resources.","True"
"408","hotspot","Identity","Select the answer that correctly completes the sentence: [answer] is the process of verifying a user's credentials. (Authorization / Authentication / Federation / Ticketing)","","Authentication","Authentication","Authentication verifies who a user is by checking their credentials. Authorization decides what an authenticated user may do; federation and ticketing are other identity concepts.","False"
"409","hotspot","Cost Management","Select the answer that correctly completes the sentence: When planning to migrate a public website to Azure, you must plan to [answer]. (deploy a VPN / pay monthly usage costs / pay to transfer all the website data to Azure / reduce the number of connections to the website)","","pay monthly usage costs","pay monthly usage costs","Azure is consumption-based (pay-as-you-go), so you must plan for ongoing monthly usage costs. A VPN isn't required for a public site, inbound data transfer is free, and reducing connections is not a migration requirement.","False"
"410","hotspot","Governance","Select the answer that correctly completes the sentence: [answer] provide organizations with the ability to manage the compliance of Azure resources across multiple subscriptions. (Resource groups / Management groups / Azure policies / Azure App Service plans)","","Management groups","Management groups","Management groups sit above subscriptions and let governance conditions (policies, access, compliance) cascade to many subscriptions at once. Resource groups scope resources within a subscription, and App Service plans define compute for web apps.","False"
"411","multi","Cost Management","You plan to reduce ongoing Azure expenditures. You need to identify which factors affect the costs of a resource. Which three factors should you identify? Each correct answer presents a complete solution.","A. the volume of outbound data | B. the volume of inbound data | C. the service tier | D. the Azure region | E. the type of processed data","A,C,D","the volume of outbound data; the service tier; the Azure region","Outbound (egress) data transfer, the chosen service tier/size, and the Azure region all affect resource cost. Inbound data is generally free, and the type of data processed does not directly change pricing.","False"
"412","single","Cost Management","Your company has an Azure subscription that contains several resources. You need to identify which department is responsible for the cost of each resource. What should you use?","A. budgets | B. alerts | C. tags","C","tags","Tags apply metadata (e.g., a department or cost center) to resources so costs can be grouped and attributed in Cost Management. Budgets set spending limits and alerts notify you—neither attributes cost to a department.","False"
"413","hotspot","Databases","Select the answer that correctly completes the sentence: Azure Cosmos DB is an example of [answer]. (platform as a service (PaaS) / infrastructure as a service (IaaS) / content as a service / software as a service (SaaS))","","platform as a service (PaaS)","platform as a service (PaaS)","Azure Cosmos DB is a fully managed database service where Microsoft manages the underlying platform—this is PaaS. IaaS would require managing VMs/OS yourself, and SaaS is a ready-to-use application.","False"
"414","hotspot","Storage","Select the answer that correctly completes the sentence: Data that is stored in the Archive access tier of an Azure Storage account [answer]. (can be accessed at any time by using azcopy.exe / can only be read by using Azure Backup / must be restored before the data can be accessed / must be rehydrated before the data can be accessed)","","must be rehydrated before the data can be accessed","must be rehydrated before the data can be accessed","Archive is offline storage; a blob must be rehydrated (moved to Hot or Cool) before it can be read. It cannot be read directly with azcopy, is not tied to Azure Backup, and 'restore' is not the correct term for archive tiers.","False"
"415","hotspot","Compute","For each of the following statements, select Yes if true, otherwise No. (1) An Azure Virtual Desktop session host can run Windows 10 or Windows 11 only. (2) An Azure Virtual Desktop host pool that includes 20 session hosts supports a maximum of 20 simultaneous user connections. (3) Azure Virtual Desktop supports desktop and app virtualization.","","No, No, Yes","No; No; Yes","AVD session hosts can also run Windows Server, not only Windows 10/11 (No). With multi-session hosts, 20 session hosts can support far more than 20 concurrent users (No). AVD supports both full desktop and individual app (RemoteApp) virtualization (Yes).","False"
"416","hotspot","Compute","For each of the following statements, select Yes if true, otherwise No. (1) In an Azure virtual machine scale set, the virtual machines are configured identically. (2) The number of Azure virtual machines in a virtual machine scale set can increase automatically. (3) The number of Azure virtual machines in a virtual machine scale set can decrease automatically.","","Yes, Yes, Yes","Yes; Yes; Yes","Scale-set instances are built from an identical base configuration (Yes), and autoscale rules can automatically add instances (scale out) and remove instances (scale in) based on demand (Yes, Yes).","False"
"417","hotspot","Governance","Select the answer that correctly completes the sentence. You have an Azure virtual network named VNET1 in a resource group named RG1. You assign the Azure Policy definition 'Not allowed resource types' and specify that virtual networks are not an allowed resource type in RG1. VNET1 [answer]. (is deleted automatically / is moved automatically to another resource group / continues to function normally / is now a read-only object)","","continues to function normally","continues to function normally","Azure Policy's 'Not allowed resource types' effect blocks new noncompliant deployments but does not delete, move, or lock existing resources; VNET1 is only flagged noncompliant and keeps functioning normally.","False"
